Entity_90,Code_90,Year_90,Meat_90,GDP_90,Population_90,Entity_93,Code_93,Year_93,Meat_93,GDP_93,Population_93,Entity_96,Code_96,Year_96,Meat_96,GDP_96,Population_96,Entity_99,Code_99,Meat_99,Meat_99,GDP_99,Population_99,Entity_02,Code_02,Year_02,Meat_02,GDP_02,Population_02,Entity_05,Code_05,Year_05,Meat_05,GDP_05,Population_05,Entity_08,Code_08,Year_08,Meat_08,GDP_08,Population_08,Entity_11,Code_11,Year_11,Meat_11,GDP_11,Population_11,Entity_14,Code_14,Year_14,Meat_14,GDP_14,Population_14,Entity_17,Code_17,Year_17,Meat_17,GDP_17,Population_17,Entity_19,Code_19,Year_19,Meat_19,GDP_19,Population_19
Ghana,GHA,1990,10.79355145,2404.509521,15446987,Fiji,FJI,1993,44.2622261,8599.255859,789209,Estonia,EST,1996,57.36751938,13558.56836,1434670,El Salvador,SLV,1999,17.79257774,6551.751953,5923862,Ecuador,ECU,2002,43.98696136,8541.671875,13070617,Ecuador,ECU,2005,43.9442177,9503.69434,13770015,Ecuador,ECU,2008,56.4576416,10257.39941,14496800,Ecuador,ECU,2011,53.68040466,10984.28418,15237734,Dominica,DMA,2014,60.79208374,12216.53223,69388,Dominica,DMA,2017,60.10061646,11304.04297,70422,Dominica,DMA,2019,63.0681839,12368.93945,71446
Greece,GRC,1990,71.423172,24262.94727,10302255,Finland,FIN,1993,56.94867706,29310.30664,5066609,Eswatini,SWZ,1996,24.40867615,5353.188965,973593,Estonia,EST,1999,57.86166382,16215.5791,1403494,Egypt,EGY,2002,19.75946236,7905.412598,74393760,Egypt,EGY,2005,21.8783283,8397.03223,79075312,Egypt,EGY,2008,24.11616135,9763.504883,83844784,Egypt,EGY,2011,24.46992683,10302.44238,89200056,Dominican Republic,DOM,2014,50.26910019,14499.63086,10282116,Dominican Republic,DOM,2017,52.02944946,16735.36523,10647247,Dominican Republic,DOM,2019,55.31022263,18412.90039,10881886
Grenada,GRD,1990,38.57818985,8813.923828,99066,France,FRA,1993,94.39732361,33905.88281,57053728,Ethiopia,ETH,1996,7.231573582,736.9478149,59347656,Eswatini,SWZ,1999,28.24241066,5545.103027,1018383,El Salvador,SLV,2002,25.74653053,6655.487793,6011278,El Salvador,SLV,2005,27.4042015,6900.48926,6037817,El Salvador,SLV,2008,28.21278763,7392.896484,6068108,El Salvador,SLV,2011,27.62192726,7575.844727,6137354,Ecuador,ECU,2014,55.69058609,12078.47461,15957995,Ecuador,ECU,2017,49.01895905,11617.91211,16696947,Ecuador,ECU,2019,46.70092392,11370.60352,17343742
Guatemala,GTM,1990,14.56744671,5561.070801,9084779,Gabon,GAB,1993,59.05307007,17917.21875,1065396,Fiji,FJI,1996,42.74326706,9344.204102,796542,Ethiopia,ETH,1999,7.119580746,706.1643677,65077584,Estonia,EST,2002,62.80164337,20364.00781,1379241,Estonia,EST,2005,61.47789,26096.9883,1354665,Estonia,EST,2008,66.18734741,29621.76367,1337013,Estonia,EST,2011,68.45709991,27990.13672,1327435,Egypt,EGY,2014,27.77010155,10353.66699,95592328,Egypt,EGY,2017,28.51012039,11014.48633,101789384,Egypt,EGY,2019,26.24997902,11763.25293,105618672
Guinea,GIN,1990,4.586824417,1507.640625,6354146,Gambia,GMB,1993,6.898246288,2240.453613,1168317,Finland,FIN,1996,63.55381393,32548.01563,5124717,Fiji,FJI,1999,43.97803497,9798.357422,823432,Eswatini,SWZ,2002,36.35497284,5806.26709,1050818,Eswatini,SWZ,2005,36.2409668,6551.01025,1071895,Eswatini,SWZ,2008,26.74115372,7176.213379,1089885,Eswatini,SWZ,2011,26.2992878,7575.71582,1105379,El Salvador,SLV,2014,32.12936783,7990.441895,6209528,El Salvador,SLV,2017,33.5393486,8454.051758,6266661,El Salvador,SLV,2019,37.8726387,8776.119141,6280222
Guinea-Bissau,GNB,1990,14.76595592,1994.661499,973557,Georgia,GEO,1993,20.12877655,3346.568115,5127512,France,FRA,1996,99.56881714,35548.62891,57623180,Finland,FIN,1999,66.25990295,37795.05859,5165500,Ethiopia,ETH,2002,8.127447128,755.4346924,71073224,Ethiopia,ETH,2005,7.78168058,862.355347,77469944,Ethiopia,ETH,2008,8.210659981,1086.699463,84357104,Ethiopia,ETH,2011,7.410005569,1360.938477,91817936,Estonia,EST,2014,59.78759766,30494.0957,1314531,Estonia,EST,2017,63.41130066,33821.93359,1317550,Estonia,EST,2019,68.70819092,36401.10938,1327039
Guyana,GUY,1990,9.568401337,4843.085938,747124,Germany,DEU,1993,86.01934814,38105.23047,80573496,Gabon,GAB,1996,51.78583145,18703.16602,1150602,France,FRA,1999,99.13083649,38494.94531,58352208,Fiji,FJI,2002,41.45774841,10027.43555,849897,Fiji,FJI,2005,45.5418282,10656.1426,874929,Fiji,FJI,2008,43.92942047,10566.90527,896728,Fiji,FJI,2011,36.97068024,10787.63965,908359,Eswatini,SWZ,2014,31.59936523,8193.672852,1125872,Eswatini,SWZ,2017,29.13497162,8408.036133,1151397,Eswatini,SWZ,2019,28.15673828,8652.922852,1169620
Haiti,HTI,1990,8.213271141,3541.410156,6925335,Ghana,GHA,1993,11.74254036,2528.986816,16643639,Gambia,GMB,1996,6.063306332,2108.828613,1279066,Gabon,GAB,1999,49.20419312,17297.80664,1240778,Finland,FIN,2002,68.1248703,41439.01953,5200588,Finland,FIN,2005,71.6633225,44786.9102,5246070,Finland,FIN,2008,74.02979279,48817.98828,5313358,Finland,FIN,2011,74.42950439,46825.82422,5388173,Ethiopia,ETH,2014,7.9399786,1656.634521,99746768,Ethiopia,ETH,2017,7.130004883,2021.562866,108197944,Ethiopia,ETH,2019,6.830016613,2221.404785,114120592
Honduras,HND,1990,14.65667343,3990.029053,5053235,Greece,GRC,1993,71.02250671,24162.47656,10563442,Georgia,GEO,1996,28.8488884,3740.485352,4761277,Gambia,GMB,1999,6.426845551,2220.519531,1396505,France,FRA,2002,98.47106171,40388.625,59372784,France,FRA,2005,88.7793884,41643.9883,60510080,France,FRA,2008,91.52301025,42996.21094,61721004,France,FRA,2011,89.51651764,42864.01953,62775272,Fiji,FJI,2014,38.6500473,12058.00586,915576,Fiji,FJI,2017,41.13842392,13429.30078,919022,Fiji,FJI,2019,54.85277176,13684.29199,918472
Hong Kong,HKG,1990,104.5014267,28798.45898,5838573,Grenada,GRD,1993,45.67094803,8517.895508,102190,Germany,DEU,1996,86.95362854,39568.60156,81300864,Georgia,GEO,1999,28.47322655,4737.405273,4394505,Gabon,GAB,2002,48.41529083,16093.40527,1341696,Gabon,GAB,2005,61.7329483,15761.1484,1458362,Gabon,GAB,2008,59.03530502,14378.49316,1599988,Gabon,GAB,2011,61.27349091,14883.49414,1772508,Finland,FIN,2014,74.26441956,44976.77734,5461436,Finland,FIN,2017,75.37490845,47570.13281,5508146,Finland,FIN,2019,72.56791687,48582.58594,5521539
India,IND,1990,4.099303246,1813.135864,870452160,Guatemala,GTM,1993,15.07830811,5805.709473,9831871,Ghana,GHA,1996,9.792595863,2624.175537,17844012,Germany,DEU,1999,85.06056213,41769.8125,81556968,Gambia,GMB,2002,5.603038788,2180.852539,1522230,Gambia,GMB,2005,10.0811405,2216.18604,1660377,Gambia,GMB,2008,7.34219408,2205.114502,1820544,Gambia,GMB,2011,7.90939188,2091.828857,1998215,France,FRA,2014,83.14334869,43021.39453,63588496,France,FRA,2017,80.28650665,44577.06641,64144092,France,FRA,2019,80.41033173,46017.76563,64399760
Indonesia,IDN,1990,8.015244484,4532.540527,182159888,Guinea,GIN,1993,5.421445847,1545.648682,7046101,Greece,GRC,1996,74.65550995,25521.39063,10803809,Ghana,GHA,1999,10.26090813,2774.324219,19176800,Georgia,GEO,2002,31.06243515,5572.62207,4061127,Georgia,GEO,2005,33.2264252,7315.19824,3961183,Georgia,GEO,2008,29.11357498,9358.614258,3879701,Georgia,GEO,2011,27.52992058,10541.47168,3821667,Gabon,GAB,2014,63.3066864,15437.26465,1966858,Gabon,GAB,2017,58.24530411,15006.84375,2140225,Gabon,GAB,2019,61.77199554,14945.85938,2242788
Iran,IRN,1990,19.71852493,8630.834961,55793628,Guinea-Bissau,GNB,1993,15.50911808,2022.608765,1056767,Grenada,GRD,1996,52.73843384,8985.948242,104862,Greece,GRC,1999,82.4979248,28149.96484,10993861,Germany,DEU,2002,82.85864258,43417.30859,81443424,Germany,DEU,2005,84.2544022,43949.2891,81212168,Germany,DEU,2008,88.13626099,47643.22266,81217488,Germany,DEU,2011,89.76629639,49757.92578,81423384,Gambia,GMB,2014,9.349829674,2038.80249,2189023,Gambia,GMB,2017,12.27055454,2072.646729,2381189,Gambia,GMB,2019,15.10195541,2224.909912,2508882
Iraq,IRQ,1990,20.77728462,7551.797363,17658384,Guyana,GUY,1993,24.39443016,5901.419922,747196,Guatemala,GTM,1996,18.15287781,6064.020996,10632295,Grenada,GRD,1999,47.89239502,11116.31445,106841,Ghana,GHA,2002,10.37851524,2905.238525,20758324,Ghana,GHA,2005,11.7729082,3172.17041,22496952,Ghana,GHA,2008,13.95593452,3558.789063,24326092,Ghana,GHA,2011,14.19016075,4261.620605,26205940,Georgia,GEO,2014,32.21752548,12254.64551,3774232,Georgia,GEO,2017,31.97220802,13589.70703,3771904,Georgia,GEO,2019,35.31210327,14989.25781,3770814
Ireland,IRL,1990,90.38500214,26437.2168,3485370,Haiti,HTI,1993,8.939904213,3047.948975,7345942,Guinea,GIN,1996,5.975985527,1622.749268,7683120,Guatemala,GTM,1999,21.97584724,6428.047852,11463503,Greece,GRC,2002,78.87188721,31249.5332,11096620,Greece,GRC,2005,79.5333252,34670.3359,11113450,Greece,GRC,2008,77.82977295,37394.33594,11073621,Greece,GRC,2011,80.27310944,30318.4043,11004730,Germany,DEU,2014,84.50962067,50845.52734,81858824,Germany,DEU,2017,80.49960327,53071.45703,82624368,Germany,DEU,2019,76.39995575,53929.64063,83148144
Italy,ITA,1990,85.21576691,36585.67969,56756560,Honduras,HND,1993,14.58597183,4002.960693,5496843,Guinea-Bissau,GNB,1996,15.47970676,2284.369141,1140610,Guinea,GIN,1999,6.22537756,1701.729736,8174900,Grenada,GRD,2002,58.95441818,11678.74414,108246,Grenada,GRD,2005,66.440506,14246.9932,110268,Grenada,GRD,2008,58.51029587,14541.85156,112497,Grenada,GRD,2011,52.65531158,13444.64844,114933,Ghana,GHA,2014,13.73975754,4794.146973,28196356,Ghana,GHA,2017,13.8197794,5115.906738,30222266,Ghana,GHA,2019,13.63006401,5540.04541,31522294
Jamaica,JAM,1990,42.64992523,8592.386719,2392035,Hong Kong,HKG,1993,104.8845291,33200.20703,6089809,Guyana,GUY,1996,25.62532043,7198.826172,753577,Guinea-Bissau,GNB,1999,15.87756062,1667.63147,1206478,Guatemala,GTM,2002,25.24964333,6589.737305,12289867,Guatemala,GTM,2005,25.9175396,6753.68262,13132818,Guatemala,GTM,2008,26.53319168,7365.280273,13979451,Guatemala,GTM,2011,33.68046951,7503.674805,14833458,Greece,GRC,2014,72.70687103,28129.96094,10862972,Greece,GRC,2017,68.6470871,28604.86133,10692230,Greece,GRC,2019,79.8865509,29698.03125,10574026
Japan,JPN,1990,37.63539886,32945.98047,123686320,Hungary,HUN,1993,98.25691223,15861.10645,10357423,Haiti,HTI,1996,10.56182575,2905.313477,7770602,Guyana,GUY,1999,32.82566071,7852.710938,758021,Guinea,GIN,2002,6.605859756,1783.849976,8577787,Guinea,GIN,2005,7.65273953,1794.38318,9140112,Guinea,GIN,2008,8.420368195,1889.187988,9779793,Guinea,GIN,2011,10.44953918,1932.505859,10527711,Grenada,GRD,2014,49.43535233,14317.32617,117986,Grenada,GRD,2017,60.20834351,16217.5,120934,Grenada,GRD,2019,59.51893616,16867.57227,122737
Jordan,JOR,1990,27.45999908,7924.177734,3480591,India,IND,1993,4.201283455,1906.412109,926351296,Honduras,HND,1996,21.72752953,3984.568848,5976553,Haiti,HTI,1999,14.09036064,2969.101807,8208943,Guinea-Bissau,GNB,2002,14.97098255,1669.270264,1285682,Guinea-Bissau,GNB,2005,15.2886057,1677.70874,1379714,Guinea-Bissau,GNB,2008,16.56507301,1700.285522,1488437,Guinea-Bissau,GNB,2011,17.64004517,1839.692749,1609025,Guatemala,GTM,2014,34.0994873,7939.374512,15713744,Guatemala,GTM,2017,35.71004486,8322.216797,16578718,Guatemala,GTM,2019,35.51903915,8653.308594,17106338
Kenya,KEN,1990,13.66760826,3569.496826,23162270,Indonesia,IDN,1993,9.625016212,5224.166016,191737280,Hong Kong,HKG,1996,120.4158707,34453.83594,6333446,Honduras,HND,1999,22.57736206,3935.731201,6477370,Guyana,GUY,2002,33.06344604,8064.478027,760326,Guyana,GUY,2005,36.6039925,7965.36768,759713,Guyana,GUY,2008,38.56023407,9112.259766,754159,Guyana,GUY,2011,39.31848526,10275.87598,744235,Guinea,GIN,2014,11.32003021,2061.694824,11333362,Guinea,GIN,2017,12.24049091,2417.803711,12240791,Guinea,GIN,2019,13.29974365,2567.033936,12877537
Kiribati,KIR,1990,16.96687508,2134.129395,75140,Iran,IRN,1993,22.97111511,9514.336914,59755432,Hungary,HUN,1996,81.95021057,16659.88086,10308272,Hong Kong,HKG,1999,124.1521988,34030.76953,6641959,Haiti,HTI,2002,15.02956104,2866.166016,8661546,Haiti,HTI,2005,14.3014755,2872.03369,9111901,Haiti,HTI,2008,14.37721634,2994.767578,9575251,Haiti,HTI,2011,17.04945946,3003.223877,9954318,Guinea-Bissau,GNB,2014,17.18560219,1740.896729,1743318,Guinea-Bissau,GNB,2017,16.38869095,1925.237793,1879835,Guinea-Bissau,GNB,2019,13.88059998,1939.289551,1970460
Laos,LAO,1990,10.78577232,1964.572998,4314442,Iraq,IRQ,1993,8.051111221,4310.354004,19295822,Iceland,ISL,1996,59.79811096,35014.23047,269140,Hungary,HUN,1999,83.91941071,18534.46094,10230263,Honduras,HND,2002,26.68047714,4154.925293,7019912,Honduras,HND,2005,32.5018692,4546.24072,7564615,Honduras,HND,2008,33.38542557,5011.607422,8101776,Honduras,HND,2011,30.13117218,4956.402832,8622510,Guyana,GUY,2014,45.00811386,11244.39746,751126,Guyana,GUY,2017,45.22727966,12005.40527,763265,Guyana,GUY,2019,51.17470551,13082.18164,798761
Lebanon,LBN,1990,35.14920807,7552.953125,3593705,Ireland,IRL,1993,86.58304596,28100.04297,3545700,India,IND,1996,4.041718483,2220.893311,983281216,Iceland,ISL,1999,79.90794373,40103.86719,277634,Hong Kong,HKG,2002,116.1528015,36690.39844,6848847,Hong Kong,HKG,2005,134.168747,43690.3906,6936872,Hong Kong,HKG,2008,139.7576904,49788.8125,7050673,Hong Kong,HKG,2011,127.4073105,53472.99219,7175370,Haiti,HTI,2014,17.92998886,3066.850342,10412741,Haiti,HTI,2017,17.98939896,3153.299316,10863546,Haiti,HTI,2019,18.20987129,3073.329102,11160441
Lesotho,LSO,1990,17.50172043,1336.633301,1799004,Italy,ITA,1993,87.44972992,37065.43359,56869456,Indonesia,IDN,1996,10.32317829,6258.436523,201373792,India,IND,1999,3.999112368,2527.508301,1040500032,Hungary,HUN,2002,97.29640198,21273.125,10148404,Hungary,HUN,2005,84.0737534,24419.8281,10073533,Hungary,HUN,2008,81.18747711,25835.54883,10023508,Hungary,HUN,2011,74.25515747,25012.29492,9953247,Honduras,HND,2014,29.34137917,5177.415039,9127851,Honduras,HND,2017,32.99994278,5561.994629,9626845,Honduras,HND,2019,35.26958466,5736.181641,9958832
Macao,MAC,1990,79.82874298,48773.04297,350240,Jamaica,JAM,1993,46.07094193,9787.542969,2459064,Iran,IRN,1996,23.88800049,9670.204102,61598380,Indonesia,IDN,1999,7.858192444,5497.814941,210996912,Iceland,ISL,2002,85.1558075,42484.51563,287799,Iceland,ISL,2005,84.1031494,48104.6523,297037,Iceland,ISL,2008,92.09712219,52999.4375,317722,Iceland,ISL,2011,81.92054749,48186.16797,319308,Hong Kong,HKG,2014,119.1655502,56359.30078,7352180,Hong Kong,HKG,2017,130.4943695,59849.25,7461508,Hong Kong,HKG,2019,133.1471863,59586.20313,7496121
Madagascar,MDG,1990,21.59154892,1853.049683,11882763,Japan,JPN,1993,39.47608185,33812.94531,124779576,Iraq,IRQ,1996,4.803464413,4628.812988,21639336,Iran,IRN,1999,23.23081779,9634.899414,64474748,India,IND,2002,4.008163452,2711.511963,1098313088,India,IND,2005,4.04652596,3245.29981,1154638720,India,IND,2008,4.31447506,3720.092529,1206734848,India,IND,2011,4,4399.888184,1257621248,Hungary,HUN,2014,70.45005798,26485.41211,9867906,Hungary,HUN,2017,79.74145508,29501.12109,9788940,Hungary,HUN,2019,83.61276245,32553.69531,9771799
Malawi,MWI,1990,4.470110416,952.6745605,9539669,Jordan,JOR,1993,34.41384506,8164.679688,4075763,Ireland,IRL,1996,85.26045227,34393.72656,3606725,Iraq,IRQ,1999,5.448173523,8110.720215,23820734,Indonesia,IDN,2002,9.596474648,5996.189941,220115088,Indonesia,IDN,2005,9.96968174,6699.27197,228805152,Indonesia,IDN,2008,11.18144226,7657.594727,237936544,Indonesia,IDN,2011,11.18000126,8680.212891,247099696,Iceland,ISL,2014,85.35585022,50450.74219,327650,Iceland,ISL,2017,89.82376862,55638.49219,343641,Iceland,ISL,2019,92.71988678,56935.77344,360787
Malaysia,MYS,1990,37.53340912,10306.08203,17517060,Kazakhstan,KAZ,1993,61.24438858,10292.19824,16979700,Israel,ISR,1996,69.56311035,27096.08008,5612491,Ireland,IRL,1999,105.137352,44461.92578,3719918,Iran,IRN,2002,25.57699203,10623.62793,67327120,Iran,IRN,2005,29.7552738,11998.2148,70182592,Iran,IRN,2008,31.19197845,13213.0957,73318400,Iran,IRN,2011,36.96001816,14005.31348,76342968,India,IND,2014,4.120000839,5116.628906,1307246464,India,IND,2017,4.690001011,6182.921875,1354195712,India,IND,2019,4.950000763,6713.932129,1383112064
Mali,MLI,1990,19.69813919,1414.886475,8945030,Kenya,KEN,1993,13.49477482,3271.974854,25391832,Italy,ITA,1996,87.28342438,39429.49609,56898972,Israel,ISR,1999,69.09476471,28240.98633,5994091,Iraq,IRQ,2002,6.883480549,8102.258789,26255344,Iraq,IRQ,2005,7.5351553,7411.65967,28698688,Iraq,IRQ,2008,11.90232849,8189.061523,29218384,Iraq,IRQ,2011,19.23029518,8949.936523,32378066,Indonesia,IDN,2014,11.95999622,9801.166016,256229760,Indonesia,IDN,2017,12.12000084,10935.63184,264498848,Indonesia,IDN,2019,12.19001865,11811.97559,269582880
Malta,MLT,1990,66.15020752,16106.92871,365396,Kiribati,KIR,1993,19.96829987,2076.430908,79110,Jamaica,JAM,1996,50.57155609,9850.988281,2532895,Italy,ITA,1999,88.7993927,41501.78906,56945064,Ireland,IRL,2002,101.844635,51797.42578,3894256,Ireland,IRL,2005,101.318962,56943.8281,4121220,Ireland,IRL,2008,88.24489594,55712.5,4452393,Ireland,IRL,2011,76.52751923,53298.8125,4544504,Iran,IRN,2014,38.11011505,13038.55469,79961672,Iran,IRN,2017,39.54005432,14535.87402,84505080,Iran,IRN,2019,37.30004883,12389.22363,86564208
Mauritania,MRT,1990,30.88212585,4547.736816,2006035,Kyrgyzstan,KGZ,1993,45.49373627,3362.829102,4507638,Japan,JPN,1996,43.67289352,35878.78906,125726224,Jamaica,JAM,1999,53.69407654,9340.620117,2596276,Israel,ISR,2002,100.2700043,28642.44531,6356697,Israel,ISR,2005,102.183197,30014.6133,6714119,Israel,ISR,2008,103.3530884,33045.12109,7074530,Israel,ISR,2011,96.08877563,35086.72656,7459750,Iraq,IRQ,2014,13.45771027,9818.652344,36746484,Iraq,IRQ,2017,16.88862419,10526.37109,39621156,Iraq,IRQ,2019,9.374938011,10935.5791,41563524
Mauritius,MUS,1990,29.26362991,7989.529785,1090296,Laos,LAO,1993,11.78542423,2111.549316,4685293,Jordan,JOR,1996,28.70248985,8248.917969,4608685,Japan,JPN,1999,43.52008438,35405.08203,126555064,Italy,ITA,2002,89.75714111,43915.38672,57107576,Italy,ITA,2005,85.1169281,44260.8281,58199876,Italy,ITA,2008,87.3690033,44623.60156,59224228,Italy,ITA,2011,87.85918427,42892.30469,60025952,Ireland,IRL,2014,78.52250671,57668.75391,4622165,Ireland,IRL,2017,76.84545898,77749.20313,4771860,Ireland,IRL,2019,81.5016861,86650.00781,4896021
Mexico,MEX,1990,35.59233856,14949.03027,81720424,Lebanon,LBN,1993,38.45503998,12570.96387,3818800,Kazakhstan,KAZ,1996,47.59004593,8726.538086,16144248,Jordan,JOR,1999,31.3219738,8536.919922,4950778,Jamaica,JAM,2002,55.89895248,9522.532227,2638248,Jamaica,JAM,2005,60.8539925,9918.04785,2676868,Jamaica,JAM,2008,62.66114426,10113.15918,2711378,Jamaica,JAM,2011,60.83146667,9546.494141,2746169,Israel,ISR,2014,96.25735474,37204.50391,7863849,Israel,ISR,2017,97.82180023,39121.29688,8309256,Israel,ISR,2019,103.9854431,40626.21484,8607922
Mongolia,MNG,1990,106.8731918,4977.78125,2161440,Lesotho,LSO,1993,18.06127357,1479.964355,1885486,Kenya,KEN,1996,12.98414421,3338.14624,27615736,Kazakhstan,KAZ,1999,38.39914703,9330.564453,15256256,Japan,JPN,2002,44.09576035,36306.33203,127301744,Japan,JPN,2005,46.2196541,38250.6367,127798376,Japan,JPN,2008,46.04888153,38781.19922,128077632,Japan,JPN,2011,46.3400116,38149.61719,128007256,Italy,ITA,2014,78.38049316,39898.52734,60322792,Italy,ITA,2017,77.52038574,41581.12109,60004024,Italy,ITA,2019,75.39988708,42708.03516,59727936
Morocco,MAR,1990,18.85876083,3816.786621,24570816,Macao,MAC,1993,87.66096497,55959.17188,380721,Kiribati,KIR,1996,26.41386986,2061.107666,82848,Kenya,KEN,1999,13.02514458,3258.242432,29965128,Jordan,JOR,2002,33.27669144,9377.645508,5275531,Jordan,JOR,2005,36.2464104,10577.291,5678541,Jordan,JOR,2008,38.39709091,11662.89648,6632880,Jordan,JOR,2011,40.43074799,11016.39551,7109980,Jamaica,JAM,2014,59.78715134,9438.476563,2784542,Jamaica,JAM,2017,58.9630661,9600.104492,2808388,Jamaica,JAM,2019,62.60411835,9777.005859,2813776
Mozambique,MOZ,1990,5.087754726,471.3251038,13303461,Madagascar,MDG,1993,20.3194294,1641.210938,13020110,Kuwait,KWT,1996,70.10851288,63284.69531,1703318,Kiribati,KIR,1999,26.2225647,2090.800537,87309,Kazakhstan,KAZ,2002,45.48150253,12827.23145,15338962,Kazakhstan,KAZ,2005,54.4943733,16536.0156,15656255,Kazakhstan,KAZ,2008,62.49920273,19770.2168,16196521,Kazakhstan,KAZ,2011,64.57128906,21970.08398,16864920,Japan,JPN,2014,46.97013474,39739.54297,127476728,Japan,JPN,2017,49.34010696,41505.08203,126662464,Japan,JPN,2019,51.10988235,42022.48828,125791680
Myanmar,MMR,1990,4.891483784,564.2271118,40099556,Malawi,MWI,1993,4.693417072,1019.755066,10257232,Kyrgyzstan,KGZ,1996,37.48814774,2656.017822,4666586,Kuwait,KWT,1999,66.84611511,55034.99219,1877433,Kenya,KEN,2002,13.8645916,3151.437744,32779824,Kenya,KEN,2005,15.0277185,3327.55127,35843016,Kenya,KEN,2008,17.00314522,3492.43335,39186896,Kenya,KEN,2011,15.60990238,3776.910645,42635148,Jordan,JOR,2014,39.3807869,10284.66992,8658030,Jordan,JOR,2017,35.31057739,10003.5752,10215384,Jordan,JOR,2019,35.52106476,10071.37988,10698682
Namibia,NAM,1990,26.87010574,5945.970703,1369016,Malaysia,MYS,1993,50.02876282,12500.50391,19050074,Laos,LAO,1996,13.80916214,2438.904053,5043920,Kyrgyzstan,KGZ,1999,39.858181,2954.954102,4878916,Kiribati,KIR,2002,32.8503685,2158.808594,92408,Kiribati,KIR,2005,40.4867897,2150.10107,98181,Kiribati,KIR,2008,32.53240204,2006.893677,103981,Kiribati,KIR,2011,29.75509644,1920.103271,109887,Kazakhstan,KAZ,2014,65.13142395,24355.75586,17592296,Kazakhstan,KAZ,2017,64.75991821,24862.9668,18314822,Kazakhstan,KAZ,2019,67.68843842,26351.80469,18754260
Nepal,NPL,1990,9.867155075,1616.649414,19616528,Mali,MLI,1993,15.81673431,1468.007324,9506515,Latvia,LVA,1996,37.29392624,9960.889648,2534288,Laos,LAO,1999,15.40216637,2750.092529,5340060,Kuwait,KWT,2002,70.87049103,54322.97266,2047368,Kuwait,KWT,2005,122.253967,73155.7109,2235409,Kuwait,KWT,2008,107.9168243,73022.96875,2650941,Kuwait,KWT,2011,89.37847137,60887.68359,3143827,Kenya,KEN,2014,15.56997871,3980.585449,45831860,Kenya,KEN,2017,16.23995399,4203.584961,48948140,Kenya,KEN,2019,14.78000832,4452.772949,50951452
Netherlands,NLD,1990,84.45211029,36461.41797,14944550,Malta,MLT,1993,74.16259003,17856.28125,375257,Lebanon,LBN,1996,30.28759956,14473.5625,4034250,Latvia,LVA,1999,33.91466522,12176.46484,2426357,Kyrgyzstan,KGZ,2002,37.82711792,3182.23291,5026646,Kyrgyzstan,KGZ,2005,34.690609,3517.72046,5193112,Kyrgyzstan,KGZ,2008,34.28754425,4142.211426,5345425,Kyrgyzstan,KGZ,2011,37.82049942,4334.660645,5552339,Kiribati,KIR,2014,27.07387543,1992.244995,115002,Kiribati,KIR,2017,29.25074387,2235.707275,120378,Kiribati,KIR,2019,28.34416008,2340.389893,124252
New Zealand,NZL,1990,100.0648499,28086.82422,3397388,Mauritania,MRT,1993,22.6458683,4619.92627,2237070,Lesotho,LSO,1996,14.0624485,1611.650879,1955102,Lebanon,LBN,1999,43.25566864,14530.97168,4250024,Laos,LAO,2002,15.09084702,3106.008545,5606103,Laos,LAO,2005,17.3981457,3584.32031,5852969,Laos,LAO,2008,19.20902634,4296.483887,6135863,Laos,LAO,2011,19.55134201,5158.835449,6416331,Kuwait,KWT,2014,69.59114838,56647.4375,3761590,Kuwait,KWT,2017,67.45830536,50855.55469,4124904,Kuwait,KWT,2019,71.58868408,49853.73828,4441105
Nicaragua,NIC,1990,11.9476881,3454.21167,4227824,Mauritius,MUS,1993,31.55264282,9010.484375,1133260,Lithuania,LTU,1996,51.03175735,11274.63965,3722023,Lesotho,LSO,1999,15.4689827,1632.988525,1994247,Latvia,LVA,2002,46.01163864,15160.8418,2326150,Latvia,LVA,2005,59.2122688,20334.5996,2233165,Latvia,LVA,2008,67.60861969,24903.59375,2150411,Latvia,LVA,2011,67.94461823,22118.41016,2076974,Kyrgyzstan,KGZ,2014,34.74284744,4722.085938,5814426,Kyrgyzstan,KGZ,2017,30.21133232,5046.691406,6121266,Kyrgyzstan,KGZ,2019,35.08081818,5258.366699,6323643
Niger,NER,1990,16.93466187,1124.115601,8370650,Mexico,MEX,1993,42.39073563,15575.11816,86648440,Macao,MAC,1996,85.39082336,56472.96094,404305,Lithuania,LTU,1999,54.55797958,13259.61719,3633949,Lebanon,LBN,2002,43.00205231,14172.00488,4446663,Lebanon,LBN,2005,42.4939613,14263.8916,4643052,Lebanon,LBN,2008,46.0265007,17030.35938,4887615,Lebanon,LBN,2011,36.85984421,18727.24609,5045061,Laos,LAO,2014,24.84088707,6193.340332,6691467,Laos,LAO,2017,26.21988297,7257.812012,6997925,Laos,LAO,2019,25.95834732,7886.652832,7212058
Nigeria,NGA,1990,7.813056469,3259.642822,95214256,Mongolia,MNG,1993,92.04203033,3854.130859,2270313,Madagascar,MDG,1996,19.7220192,1553.575195,14317462,Macao,MAC,1999,76.53063202,49336.71875,425521,Lesotho,LSO,2002,16.32563591,1760.60144,1997537,Lesotho,LSO,2005,17.7536869,1969.63977,1977428,Lesotho,LSO,2008,19.23243904,2267.251465,1995016,Lesotho,LSO,2011,22.69234467,2444.927979,2037687,Latvia,LVA,2014,60.92336655,25423.64453,2011040,Latvia,LVA,2017,68.71658325,28673.5625,1954861,Latvia,LVA,2019,69.05941772,31012.13477,1916552
