Entity_92,Code_92,Year_92,Meat_92,GDP_92,Population_92,Entity_98,Code_98,Year_98,Meat_98,GDP_98,Population_98,Entity_04,Code_04,Year_04,Meat_04,GDP_04,Population_04,Entity_10,Code_10,Year_10,Meat_10,GDP_10,Population_10,Entity_16,Code_16,Year_16,Meat_16,GDP_16,Population_16
Peru,PER,1992,17.00217819,5128.634277,23047250,Peru,PER,1998,15.57135677,6354.433105,25818228,Peru,PER,2004,17.25136185,7136.351563,27893914,Peru,PER,2010,38.02042007,10066.46777,29229576,Peru,PER,2016,47.84994125,12403.6875,31132776
Philippines,PHL,1992,20.632658,4006.344727,64543524,Philippines,PHL,1998,26.52053642,4312.152344,74491928,Philippines,PHL,2004,30.08869934,4908.058594,84607504,Philippines,PHL,2010,34.76007843,5918.373047,94636704,Philippines,PHL,2016,36.50006485,7705.053711,104875272
Poland,POL,1992,76.35958862,10714.65918,38252284,Poland,POL,1998,69.31614685,14701.34277,38379992,Poland,POL,2004,72.81747437,18287.82813,38596040,Poland,POL,2010,82.62046814,23996.14063,38597356,Poland,POL,2016,88.54949188,28682.69336,38532108
Portugal,PRT,1992,69.64585114,24930.45117,9978745,Portugal,PRT,1998,84.06362915,28525.51758,10179419,Portugal,PRT,2004,84.21685791,30892.82031,10501523,Portugal,PRT,2010,96.7594986,31798.1543,10588401,Portugal,PRT,2016,89.61399078,31847.53711,10332751
Romania,ROU,1992,57.95640945,10757.38379,22800964,Romania,ROU,1998,54.21118927,11829.41016,22161240,Romania,ROU,2004,54.69186401,15924.04102,21289292,Romania,ROU,2010,61.67936325,20303.14844,20335212,Romania,ROU,2016,68.22904205,25144.99609,19797820
Russia,RUS,1992,61.42856216,17367.64063,148725600,Russia,RUS,1998,47.2035675,12358.15234,147672720,Russia,RUS,2004,50.08687592,18765.51953,144353648,Russia,RUS,2010,64.54235077,23961.2207,143242592,Russia,RUS,2016,73.3298111,25490.70898,145109152
Rwanda,RWA,1992,4.589734554,1051.322021,7657202,Rwanda,RWA,1998,4.757482529,874.1889038,7914653,Rwanda,RWA,2004,5.874022007,1069.297852,8791855,Rwanda,RWA,2010,8.339719772,1507.165039,10309032,Rwanda,RWA,2016,9.770143509,1950.526245,11930902
Saint Kitts and Nevis,KNA,1992,66.28959656,14386.58887,40924,Saint Kitts and Nevis,KNA,1998,74.33938599,18060.01367,44256,Saint Kitts and Nevis,KNA,2004,87.40366364,20403.6543,46602,Saint Kitts and Nevis,KNA,2010,84.69098663,22223.91406,47429,Saint Kitts and Nevis,KNA,2016,85.33885956,26953.0625,47814
Saint Lucia,LCA,1992,82.03981781,12378.36426,146433,Saint Lucia,LCA,1998,89.1765976,12952.61816,156872,Saint Lucia,LCA,2004,99.96304321,13648.58496,164252,Saint Lucia,LCA,2010,85.51478577,14137.58984,170950,Saint Lucia,LCA,2016,94.35532379,14497.5957,176429
Saint Vincent and the Grenadines,VCT,1992,61.41355133,6671.50293,113235,Saint Vincent and the Grenadines,VCT,1998,67.09991455,8281.057617,114177,Saint Vincent and the Grenadines,VCT,2004,84.17066193,10416.94238,112621,Saint Vincent and the Grenadines,VCT,2010,94.86162567,11447.61719,109324,Saint Vincent and the Grenadines,VCT,2016,93.21064758,12163.67578,105971
Samoa,WSM,1992,68.11928558,3892.355469,169817,Samoa,WSM,1998,66.71208954,4446.226074,180392,Samoa,WSM,2004,72.00209808,5736.208984,188083,Samoa,WSM,2010,101.0604248,6010.083984,194686,Samoa,WSM,2016,97.89092255,6449.82959,205559
Saudi Arabia,SAU,1992,41.65491486,46498.55859,17281352,Saudi Arabia,SAU,1998,48.36515808,43111.08203,20472576,Saudi Arabia,SAU,2004,48.91941071,43210.25,23661804,Saudi Arabia,SAU,2010,57.76358795,44036.76563,29411930,Saudi Arabia,SAU,2016,55.22924423,48625.84375,33416272
Senegal,SEN,1992,12.22139168,2422.778564,7974512,Senegal,SEN,1998,11.29840851,2463.460938,9261531,Senegal,SEN,2004,12.63186932,2712.877441,10698699,Senegal,SEN,2010,16.02981949,2797.110107,12530128,Senegal,SEN,2016,16.09052086,3067.665527,14751356
Sierra Leone,SLE,1992,4.93366766,1196.790649,4301575,Sierra Leone,SLE,1998,4.783534527,1058.68396,4449981,Sierra Leone,SLE,2004,4.480004311,1231.160522,5533329,Sierra Leone,SLE,2010,7.200408459,1406.175415,6436699,Sierra Leone,SLE,2016,7.930166245,1602.133057,7493918
Solomon Islands,SLB,1992,9.499884605,2617.056396,343929,Solomon Islands,SLB,1998,8.06548214,2790.237793,408151,Solomon Islands,SLB,2004,9.159021378,2061.388916,471796,Solomon Islands,SLB,2010,11.86312294,2439.862305,540402,Solomon Islands,SLB,2016,12.18138027,2596.545898,628110
South Africa,ZAF,1992,41.065979,10379.98047,41760756,South Africa,ZAF,1998,35.29930496,10645.2373,45852172,South Africa,ZAF,2004,43.6801033,12027.08105,48556064,South Africa,ZAF,2010,59.0900383,13618.72559,51784928,South Africa,ZAF,2016,63.93040085,13897.13965,56422272
South Korea,KOR,1992,34.42980957,14590.5332,44703708,South Korea,KOR,1998,38.49236679,19184.22461,46250260,South Korea,KOR,2004,43.52599716,27515.95117,47727288,South Korea,KOR,2010,57.17041779,34394.49219,48813036,South Korea,KOR,2016,71.64937592,39814.66016,51309984
Spain,ESP,1992,96.12619781,28296.25586,39202248,Spain,ESP,1998,115.4200516,31876.43945,40362356,Spain,ESP,2004,106.902359,37249.77344,42959672,Spain,ESP,2010,94.2021637,37319.47656,46572776,Spain,ESP,2016,97.58972168,38477.57813,46473320
Sri Lanka,LKA,1992,3.999137163,4137.053223,17624462,Sri Lanka,LKA,1998,5.033090115,5443.483887,18560806,Sri Lanka,LKA,2004,6.831430435,6589.463379,19490434,Sri Lanka,LKA,2010,6.76008749,9126.865234,20668556,Sri Lanka,LKA,2016,10.06991482,12287.47266,21425494
Suriname,SUR,1992,32.54123306,13793.65137,419531,Suriname,SUR,1998,40.53871155,13294.67578,461754,Suriname,SUR,2004,39.02617264,15401.51855,510588,Suriname,SUR,2010,50.44798279,18840.36914,546085,Suriname,SUR,2016,44.78927231,18180.60352,581462
Sweden,SWE,1992,61.27832031,32953.61719,8640277,Sweden,SWE,1998,69.24299622,37286.09375,8828629,Sweden,SWE,2004,76.99724579,44354.39063,9004263,Sweden,SWE,2010,80.02042389,47791.37109,9381722,Sweden,SWE,2016,75.22998047,51334.43359,9953322
Switzerland,CHE,1992,80.95059204,54491.89844,6873188,Switzerland,CHE,1998,73.83065796,56724.50391,7108225,Switzerland,CHE,2004,72.54008484,60271.93359,7381153,Switzerland,CHE,2010,73.85054779,65819.73438,7822444,Switzerland,CHE,2016,67.08068085,68663.24219,8372902
Tajikistan,TJK,1992,14.78490448,2592.322998,5656216,Tajikistan,TJK,1998,8.439795494,1216.431885,6156815,Tajikistan,TJK,2004,9.082192421,1837.651123,6801206,Tajikistan,TJK,2010,12.5893364,2390.022217,7621785,Tajikistan,TJK,2016,21.05103111,3113.254639,8725326
Tanzania,TZA,1992,10.75854778,1336.380249,27580728,Tanzania,TZA,1998,9.401772499,1349.205933,32626500,Tanzania,TZA,2004,8.638116837,1645.839966,38360884,Tanzania,TZA,2010,9.070095062,2006.971313,45110532,Tanzania,TZA,2016,10.81995201,2441.636963,54401804
Thailand,THA,1992,29.66282272,8152.5,56939020,Thailand,THA,1998,27.22508621,9180.019531,61745216,Thailand,THA,2004,26.55741501,11886.32422,65311164,Thailand,THA,2010,27.88998604,14399.04492,68270488,Thailand,THA,2016,27.80987358,16782.09961,70607032
Togo,TGO,1992,7.463223934,1629.919678,4106228,Togo,TGO,1998,7.880472183,1777.76416,4728298,Togo,TGO,2004,9.220819473,1694.145874,5565213,Togo,TGO,2010,12.40062904,1625.54541,6571862,Togo,TGO,2016,13.09008408,1976.807739,7661361
Trinidad and Tobago,TTO,1992,31.0279026,11299.69727,1285506,Trinidad and Tobago,TTO,1998,33.42443085,14732.27539,1322582,Trinidad and Tobago,TTO,2004,57.81484604,23110.75195,1361180,Trinidad and Tobago,TTO,2010,75.68179321,28879.28711,1410297,Trinidad and Tobago,TTO,2016,76.13414764,27281.85742,1469334
Tunisia,TUN,1992,20.70025826,6212.038574,8802535,Tunisia,TUN,1998,23.44155502,7188.337891,9677147,Tunisia,TUN,2004,25.91388702,8860.726563,10292230,Tunisia,TUN,2010,26.71938324,10789.6123,10895063,Tunisia,TUN,2016,28.24014473,11113.77441,11685666
Turkey,TUR,1992,20.46422005,12923.0791,56302040,Turkey,TUR,1998,20.14288139,15384.55371,62242200,Turkey,TUR,2004,23.14290047,16968.87305,67785080,Turkey,TUR,2010,32.10000229,20027.66602,73195352,Turkey,TUR,2016,37.47006607,26385.00195,81019400
Turkmenistan,TKM,1992,35.87510681,5523.289551,3926374,Turkmenistan,TKM,1998,30.31256294,3849.210938,4431523,Turkmenistan,TKM,2004,44.85891342,5034.248047,4819793,Turkmenistan,TKM,2010,50.07792282,8616.889648,5267975,Turkmenistan,TKM,2016,56.00632858,13562.52832,5868568
Uganda,UGA,1992,11.9236393,932.5701904,18801968,Uganda,UGA,1998,11.12900162,1200.446045,22537658,Uganda,UGA,2004,12.77509975,1446.150879,27146082,Uganda,UGA,2010,12.09993935,1873.513794,32341724,Uganda,UGA,2016,11.0999527,2088.647461,38748308
Ukraine,UKR,1992,59.8388443,13447.16406,51785152,Ukraine,UKR,1998,32.19655609,6956.398926,49745868,Ukraine,UKR,2004,38.93076706,10902.03809,47261960,Ukraine,UKR,2010,49.87990952,12221.44043,45683024,Ukraine,UKR,2016,48.30031586,11536.31641,44833568
United Arab Emirates,ARE,1992,66.42366791,103470.9219,2116235,United Arab Emirates,ARE,1998,78.66933441,100100.4375,2921135,United Arab Emirates,ARE,2004,66.51456451,97757.85156,3993346,United Arab Emirates,ARE,2010,30.98997116,54921.79688,8481775,United Arab Emirates,ARE,2016,42.54002762,66510.89063,8994266
United Kingdom,GBR,1992,76.0091095,30817.51758,57509240,United Kingdom,GBR,1998,76.63087463,36699.51953,58438320,United Kingdom,GBR,2004,85.42836761,41997.60547,59995852,United Kingdom,GBR,2010,75.48704529,42147.76563,62760048,United Kingdom,GBR,2016,81.2600708,45712.78516,65655204
United States,USA,1992,118.6259003,40692.63672,255175328,United States,USA,1998,121.6595306,47004.61328,275835008,United States,USA,2004,127.1074219,52994.55078,293947872,United States,USA,2010,120.0540161,54315.91406,311182848,United States,USA,2016,119.7300034,59112.24219,327210208
Uruguay,URY,1992,94.25615692,12190.64844,3153732,Uruguay,URY,1998,87.94529724,15191.04785,3262676,Uruguay,URY,2004,62.31713104,13593.73242,3313804,Uruguay,URY,2010,66.41460419,19293.74023,3352653,Uruguay,URY,2016,52.63786316,22724.02148,3413768
Uzbekistan,UZB,1992,24.68211365,3074.658936,21588150,Uzbekistan,UZB,1998,28.05668068,2808.460938,24256774,Uzbekistan,UZB,2004,23.74955368,3430.628662,26234924,Uzbekistan,UZB,2010,32.81010818,4953.961426,28614234,Uzbekistan,UZB,2016,36.71028519,6663.949707,31453576
Vanuatu,VUT,1992,35.61955261,2854.456055,158593,Vanuatu,VUT,1998,35.26257324,2999.906982,183102,Vanuatu,VUT,2004,32.3704834,2761.115967,212431,Vanuatu,VUT,2010,37.47570038,3088.97876,245464,Vanuatu,VUT,2016,38.58475494,2973.467529,283239
Vietnam,VNM,1992,16.53352165,1847.620483,69788752,Vietnam,VNM,1998,21.0831356,2701.770508,77128424,Vietnam,VNM,2004,32.14568329,3689.732422,82311232,Vietnam,VNM,2010,51.85020065,5089.411133,87411016,Vietnam,VNM,2016,50.63976288,6767.778809,93126528
World,OWID_WRL,1992,33.17602921,9647.751953,5492686336,World,OWID_WRL,1998,35.58966064,10516.0752,5987312640,World,OWID_WRL,2004,37.61062241,12079.05566,6475751424,World,OWID_WRL,2010,41.01727676,13892.33301,6985603072,World,OWID_WRL,2016,41.94928741,15803.52832,7513474048
Zambia,ZMB,1992,13.97246742,2045.973511,8074342,Zambia,ZMB,1998,13.41453266,1933.003784,9372432,Zambia,ZMB,2004,12.79974365,2261.766846,11188044,Zambia,ZMB,2010,19.57002068,3125.528809,13792095,Zambia,ZMB,2016,19.13947487,3467.887451,16767758
Zimbabwe,ZWE,1992,11.87705708,3828.79541,10641504,Zimbabwe,ZWE,1998,11.02535343,4579.582031,11548365,Zimbabwe,ZWE,2004,18.4799614,3109.347412,12160885,Zimbabwe,ZWE,2010,21.24045563,2849.079346,12839774,Zimbabwe,ZWE,2016,18.51955414,3678.217041,14452705
